value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.52,0.39,0.00008047471069130495,pos_neg_null,normal,6,adjective,5
0.52,0.38,0.00007214630927667095,pos_neg_null,normal,6,adjective,5
0.52,0.37,0.00006564074263908119,pos_neg_null,normal,6,adjective,5
0.52,0.36,0.0000605243377008825,pos_neg_null,normal,6,adjective,5
0.52,0.35,0.00005647963044974718,pos_neg_null,normal,6,adjective,5
0.52,0.34,0.00005327071530060001,pos_neg_null,normal,6,adjective,5
0.52,0.33,0.000050719701553159296,pos_neg_null,normal,6,adjective,5
0.52,0.32,0.00004869052629495631,pos_neg_null,normal,6,adjective,5
0.52,0.31,0.00004707770283569599,pos_neg_null,normal,6,adjective,5
0.52,0.3,0.0000457984200248906,pos_neg_null,normal,6,adjective,5
0.52,0.29,0.000044786940323161364,pos_neg_null,normal,6,adjective,5
0.52,0.27,0.00004336684549202522,pos_neg_null,normal,6,adjective,5
0.52,0.28,0.00004399058818847263,pos_neg_null,normal,6,adjective,5
0.52,0.26,0.00004288122065385477,pos_neg_null,normal,6,adjective,5
0.52,0.25,0.000042505659901148496,pos_neg_null,normal,6,adjective,5
0.52,0.24,0.00004221733927921237,pos_neg_null,normal,6,adjective,5
0.52,0.23,0.00004199772527844097,pos_neg_null,normal,6,adjective,5
0.52,0.22,0.00004183182678782678,pos_neg_null,normal,6,adjective,5
0.52,0.21,0.00004170758577657566,pos_neg_null,normal,6,adjective,5
0.52,0.19,0.000041547554447373356,pos_neg_null,normal,6,adjective,5
0.52,0.2,0.00004161537143792081,pos_neg_null,normal,6,adjective,5
0.52,0.18,0.000041498145921026715,pos_neg_null,normal,6,adjective,5
0.52,0.17,0.00004146249070922913,pos_neg_null,normal,6,adjective,5
0.52,0.16,0.00004143700769395294,pos_neg_null,normal,6,adjective,5
0.52,0.15,0.00004141897145329215,pos_neg_null,normal,6,adjective,5
0.52,0.14,0.000041406330529498373,pos_neg_null,normal,6,adjective,5
0.52,0.13,0.00004139755796041347,pos_neg_null,normal,6,adjective,5
0.52,0.11,0.00004138742880245063,pos_neg_null,normal,6,adjective,5
0.52,0.12,0.00004139152995878605,pos_neg_null,normal,6,adjective,5
0.47,0.47,0.0003059489747482442,pos_neg_null,normal,6,adjective,5
0.47,0.46,0.0002863795095757235,pos_neg_null,normal,6,adjective,5
0.47,0.45,0.00022286837062588673,pos_neg_null,normal,6,adjective,5
0.47,0.43,0.00014485132213000896,pos_neg_null,normal,6,adjective,5
0.47,0.44,0.0001776331484000779,pos_neg_null,normal,6,adjective,5
0.47,0.42,0.00012070539330590041,pos_neg_null,normal,6,adjective,5
0.47,0.41,0.00010265332944296552,pos_neg_null,normal,6,adjective,5
0.47,0.39,0.00007848778300484213,pos_neg_null,normal,6,adjective,5
0.47,0.4,0.00008897506245407711,pos_neg_null,normal,6,adjective,5
0.47,0.38,0.0000703650105537988,pos_neg_null,normal,6,adjective,5
0.47,0.37,0.00006402006692879657,pos_neg_null,normal,6,adjective,5
0.47,0.35,0.00005508514340533545,pos_neg_null,normal,6,adjective,5
0.47,0.36,0.00005902998647862069,pos_neg_null,normal,6,adjective,5
0.47,0.34,0.00005195545665351453,pos_neg_null,normal,6,adjective,5
0.47,0.33,0.00004946742765991506,pos_neg_null,normal,6,adjective,5
0.47,0.32,0.00004748835291734704,pos_neg_null,normal,6,adjective,5
0.47,0.31,0.000045915350211178704,pos_neg_null,normal,6,adjective,5
0.47,0.3,0.00004466765300551274,pos_neg_null,normal,6,adjective,5
0.47,0.29,0.00004368114682660068,pos_neg_null,normal,6,adjective,5
0.47,0.27,0.0000422961142617731,pos_neg_null,normal,6,adjective,5
0.47,0.28,0.000042904456696173915,pos_neg_null,normal,6,adjective,5
0.47,0.26,0.0000418224795435786,pos_neg_null,normal,6,adjective,5
0.47,0.25,0.00004145619141889535,pos_neg_null,normal,6,adjective,5
0.47,0.23,0.00004096079774670626,pos_neg_null,normal,6,adjective,5
0.47,0.24,0.00004117498945847887,pos_neg_null,normal,6,adjective,5
0.47,0.22,0.00004079899530441977,pos_neg_null,normal,6,adjective,5
0.47,0.21,0.00004067782181466621,pos_neg_null,normal,6,adjective,5
0.47,0.19,0.00004052174167306005,pos_neg_null,normal,6,adjective,5
0.47,0.2,0.000040587884256144994,pos_neg_null,normal,6,adjective,5
0.47,0.18,0.00004047355304757539,pos_neg_null,normal,6,adjective,5
0.47,0.17,0.00004043877816609345,pos_neg_null,normal,6,adjective,5
0.47,0.16,0.000040413924328706506,pos_neg_null,normal,6,adjective,5
0.47,0.15,0.0000403963334044143,pos_neg_null,normal,6,adjective,5
0.47,0.14,0.00004038400458614075,pos_neg_null,normal,6,adjective,5
0.47,0.13,0.00004037544861255836,pos_neg_null,normal,6,adjective,5
0.47,0.11,0.00004036556954439692,pos_neg_null,normal,6,adjective,5
0.47,0.12,0.00004036956944282148,pos_neg_null,normal,6,adjective,5
0.47,0.1,0.00004036287516033974,pos_neg_null,normal,6,adjective,5
0.47,0.09,0.00004036107818843315,pos_neg_null,normal,6,adjective,5
0.47,0.07,0.00004035911591329936,pos_neg_null,normal,6,adjective,5
0.47,0.08,0.000040359891628040475,pos_neg_null,normal,6,adjective,5
0.47,0.06,0.00004035861383007787,pos_neg_null,normal,6,adjective,5
0.47,0.05,0.00004035829208689502,pos_neg_null,normal,6,adjective,5
0.47,0.03,0.000040357959740028125,pos_neg_null,normal,6,adjective,5
0.47,0.04,0.00004035808795917971,pos_neg_null,normal,6,adjective,5
0.47,0.02,0.000040357880002699935,pos_neg_null,normal,6,adjective,5
0.47,0.01,0.000040357830908744384,pos_neg_null,normal,6,adjective,5
0.47,0,0.00002972596939526551,pos_neg_null,normal,6,adjective,5
0.53,0.53,0.0030822123227099403,pos_neg_null,normal,6,adjective,5
0.53,0.52,0.0021251654289461074,pos_neg_null,normal,6,adjective,5
0.53,0.51,0.001446307789899477,pos_neg_null,normal,6,adjective,5
0.53,0.5,0.0009994567559528087,pos_neg_null,normal,6,adjective,5
0.53,0.49,0.0007051313921545705,pos_neg_null,normal,6,adjective,5
0.53,0.48,0.0005093521883338587,pos_neg_null,normal,6,adjective,5
0.53,0.47,0.0003771744298274809,pos_neg_null,normal,6,adjective,5
0.53,0.46,0.0002863795095757235,pos_neg_null,normal,6,adjective,5
0.53,0.45,0.00022286837062588673,pos_neg_null,normal,6,adjective,5
0.53,0.44,0.0001776331484000779,pos_neg_null,normal,6,adjective,5
0.53,0.43,0.00014485132213000896,pos_neg_null,normal,6,adjective,5
0.53,0.42,0.00012070539330590041,pos_neg_null,normal,6,adjective,5
0.53,0.41,0.00010265332944296552,pos_neg_null,normal,6,adjective,5
0.53,0.39,0.00007848778300484213,pos_neg_null,normal,6,adjective,5
0.53,0.4,0.00008897506245407711,pos_neg_null,normal,6,adjective,5
0.53,0.38,0.0000703650105537988,pos_neg_null,normal,6,adjective,5
0.53,0.37,0.00006402006692879657,pos_neg_null,normal,6,adjective,5
0.53,0.36,0.00005902998647862069,pos_neg_null,normal,6,adjective,5
0.53,0.35,0.00005508514340533545,pos_neg_null,normal,6,adjective,5
0.53,0.34,0.00005195545665351453,pos_neg_null,normal,6,adjective,5
0.53,0.33,0.00004946742765991506,pos_neg_null,normal,6,adjective,5
0.53,0.32,0.00004748835291734704,pos_neg_null,normal,6,adjective,5
0.53,0.31,0.000045915350211178704,pos_neg_null,normal,6,adjective,5
0.53,0.3,0.00004466765300551274,pos_neg_null,normal,6,adjective,5
0.53,0.29,0.00004368114682660068,pos_neg_null,normal,6,adjective,5
0.53,0.28,0.000042904456696173915,pos_neg_null,normal,6,adjective,5
0.53,0.27,0.0000422961142617731,pos_neg_null,normal,6,adjective,5
0.53,0.26,0.0000418224795435786,pos_neg_null,normal,6,adjective,5
0.53,0.25,0.00004145619141889535,pos_neg_null,normal,6,adjective,5
0.53,0.24,0.00004117498945847887,pos_neg_null,normal,6,adjective,5
0.53,0.23,0.00004096079774670626,pos_neg_null,normal,6,adjective,5
0.53,0.22,0.00004079899530441977,pos_neg_null,normal,6,adjective,5
0.53,0.21,0.00004067782181466621,pos_neg_null,normal,6,adjective,5
0.53,0.2,0.000040587884256144994,pos_neg_null,normal,6,adjective,5
0.53,0.19,0.00004052174167306005,pos_neg_null,normal,6,adjective,5
0.53,0.18,0.00004047355304757539,pos_neg_null,normal,6,adjective,5
0.53,0.17,0.00004043877816609345,pos_neg_null,normal,6,adjective,5
0.53,0.16,0.000040413924328706506,pos_neg_null,normal,6,adjective,5
0.53,0.15,0.0000403963334044143,pos_neg_null,normal,6,adjective,5
0.53,0.14,0.00004038400458614075,pos_neg_null,normal,6,adjective,5
0.53,0.13,0.00004037544861255836,pos_neg_null,normal,6,adjective,5
0.53,0.12,0.00004036956944282148,pos_neg_null,normal,6,adjective,5
0.53,0.11,0.00004036556954439692,pos_neg_null,normal,6,adjective,5
0.53,0.1,0.00004036287516033974,pos_neg_null,normal,6,adjective,5
0.53,0.09,0.00004036107818843315,pos_neg_null,normal,6,adjective,5
0.53,0.07,0.00004035911591329936,pos_neg_null,normal,6,adjective,5
0.53,0.08,0.000040359891628040475,pos_neg_null,normal,6,adjective,5
0.53,0.06,0.00004035861383007787,pos_neg_null,normal,6,adjective,5
